"Active People","Jailed People","Quiet People","tick"
88.0,783.0,249.0,294.0
83.0,788.0,249.0,295.0
74.0,786.0,260.0,296.0
81.0,797.0,242.0,297.0
61.0,804.0,255.0,298.0
77.0,796.0,247.0,299.0
63.0,814.0,243.0,300.0
57.0,809.0,254.0,301.0
68.0,791.0,261.0,302.0
75.0,784.0,261.0,303.0
72.0,812.0,236.0,304.0
55.0,795.0,270.0,305.0
88.0,771.0,261.0,306.0
87.0,793.0,240.0,307.0
61.0,794.0,265.0,308.0
77.0,793.0,250.0,309.0
60.0,803.0,257.0,310.0
65.0,797.0,258.0,311.0
73.0,795.0,252.0,312.0
66.0,802.0,252.0,313.0
66.0,802.0,252.0,314.0
70.0,797.0,253.0,315.0
76.0,805.0,239.0,316.0
63.0,800.0,257.0,317.0
82.0,805.0,233.0,318.0
56.0,818.0,246.0,319.0
60.0,803.0,257.0,320.0
71.0,796.0,253.0,321.0
67.0,781.0,272.0,322.0
87.0,769.0,264.0,323.0
81.0,778.0,261.0,324.0
70.0,803.0,247.0,325.0
61.0,812.0,247.0,326.0
63.0,803.0,254.0,327.0
74.0,772.0,274.0,328.0
97.0,770.0,253.0,329.0
87.0,779.0,254.0,330.0
84.0,783.0,253.0,331.0
79.0,793.0,248.0,332.0
71.0,783.0,266.0,333.0
88.0,783.0,249.0,334.0
65.0,805.0,250.0,335.0
67.0,789.0,264.0,336.0
81.0,783.0,256.0,337.0
73.0,801.0,246.0,338.0
57.0,823.0,240.0,339.0
53.0,810.0,257.0,340.0
67.0,794.0,259.0,341.0
68.0,797.0,255.0,342.0
61.0,808.0,251.0,343.0
62.0,813.0,245.0,344.0
56.0,809.0,255.0,345.0
72.0,790.0,258.0,346.0
74.0,794.0,252.0,347.0
71.0,798.0,251.0,348.0
59.0,805.0,256.0,349.0
61.0,789.0,270.0,350.0
76.0,778.0,266.0,351.0
73.0,794.0,253.0,352.0
67.0,802.0,251.0,353.0
67.0,793.0,260.0,354.0
72.0,780.0,268.0,355.0
78.0,780.0,262.0,356.0
75.0,796.0,249.0,357.0
61.0,808.0,251.0,358.0
58.0,811.0,251.0,359.0
55.0,813.0,252.0,360.0
55.0,813.0,252.0,361.0
57.0,796.0,267.0,362.0
71.0,799.0,250.0,363.0
61.0,807.0,252.0,364.0
62.0,793.0,265.0,365.0
77.0,793.0,250.0,366.0
68.0,782.0,270.0,367.0
82.0,786.0,252.0,368.0
61.0,811.0,248.0,369.0
64.0,801.0,255.0,370.0
61.0,805.0,254.0,371.0
65.0,792.0,263.0,372.0
76.0,768.0,276.0,373.0
92.0,779.0,249.0,374.0
57.0,803.0,260.0,375.0
74.0,791.0,255.0,376.0
65.0,797.0,258.0,377.0
68.0,792.0,260.0,378.0
71.0,783.0,266.0,379.0
85.0,791.0,244.0,380.0
50.0,814.0,256.0,381.0
57.0,795.0,268.0,382.0
75.0,779.0,266.0,383.0
87.0,774.0,259.0,384.0
76.0,792.0,252.0,385.0
68.0,796.0,256.0,386.0
74.0,787.0,259.0,387.0
80.0,765.0,275.0,388.0
89.0,772.0,259.0,389.0
73.0,786.0,261.0,390.0
73.0,781.0,266.0,391.0
82.0,783.0,255.0,392.0
67.0,808.0,245.0,393.0
54.0,817.0,249.0,394.0
53.0,807.0,260.0,395.0
74.0,789.0,257.0,396.0
59.0,794.0,267.0,397.0
79.0,787.0,254.0,398.0
69.0,803.0,248.0,399.0
58.0,794.0,268.0,400.0
80.0,774.0,266.0,401.0
80.0,778.0,262.0,402.0
74.0,788.0,258.0,403.0
72.0,796.0,252.0,404.0
61.0,813.0,246.0,405.0
50.0,809.0,261.0,406.0
69.0,797.0,254.0,407.0
58.0,808.0,254.0,408.0
64.0,807.0,249.0,409.0
57.0,793.0,270.0,410.0
78.0,783.0,259.0,411.0
71.0,777.0,272.0,412.0
82.0,797.0,241.0,413.0
49.0,812.0,259.0,414.0
65.0,789.0,266.0,415.0
73.0,796.0,251.0,416.0
57.0,785.0,278.0,417.0
79.0,778.0,263.0,418.0
71.0,787.0,262.0,419.0
67.0,797.0,256.0,420.0
68.0,780.0,272.0,421.0
84.0,780.0,256.0,422.0
66.0,786.0,268.0,423.0
81.0,777.0,262.0,424.0
73.0,789.0,258.0,425.0
65.0,800.0,255.0,426.0
63.0,797.0,260.0,427.0
67.0,788.0,265.0,428.0
73.0,780.0,267.0,429.0
75.0,782.0,263.0,430.0
71.0,784.0,265.0,431.0
73.0,786.0,261.0,432.0
71.0,794.0,255.0,433.0
59.0,798.0,263.0,434.0
70.0,795.0,255.0,435.0
61.0,802.0,257.0,436.0
65.0,793.0,262.0,437.0
71.0,774.0,275.0,438.0
79.0,791.0,250.0,439.0
56.0,800.0,264.0,440.0
71.0,789.0,260.0,441.0
68.0,798.0,254.0,442.0
64.0,790.0,266.0,443.0
71.0,789.0,260.0,444.0
62.0,795.0,263.0,445.0
68.0,796.0,256.0,446.0
59.0,813.0,248.0,447.0
52.0,815.0,253.0,448.0
54.0,804.0,262.0,449.0
70.0,795.0,255.0,450.0
73.0,791.0,256.0,451.0
65.0,801.0,254.0,452.0
57.0,792.0,271.0,453.0
75.0,782.0,263.0,454.0
74.0,767.0,279.0,455.0
87.0,760.0,273.0,456.0
80.0,770.0,270.0,457.0
73.0,775.0,272.0,458.0
78.0,776.0,266.0,459.0
71.0,781.0,268.0,460.0
74.0,780.0,266.0,461.0
76.0,800.0,244.0,462.0
54.0,806.0,260.0,463.0
64.0,800.0,256.0,464.0
61.0,804.0,255.0,465.0
54.0,808.0,258.0,466.0
62.0,796.0,262.0,467.0
64.0,791.0,265.0,468.0
70.0,793.0,257.0,469.0
60.0,799.0,261.0,470.0
61.0,787.0,272.0,471.0
71.0,785.0,264.0,472.0
70.0,784.0,266.0,473.0
76.0,796.0,248.0,474.0
51.0,817.0,252.0,475.0
55.0,803.0,262.0,476.0
67.0,782.0,271.0,477.0
76.0,781.0,263.0,478.0
69.0,789.0,262.0,479.0
71.0,781.0,268.0,480.0
82.0,774.0,264.0,481.0
74.0,784.0,262.0,482.0
63.0,785.0,272.0,483.0
76.0,774.0,270.0,484.0
72.0,782.0,266.0,485.0
69.0,776.0,275.0,486.0
88.0,774.0,258.0,487.0
73.0,784.0,263.0,488.0
71.0,789.0,260.0,489.0
68.0,799.0,253.0,490.0
54.0,797.0,269.0,491.0
78.0,786.0,256.0,492.0
62.0,802.0,256.0,493.0
61.0,791.0,268.0,494.0
69.0,784.0,267.0,495.0
71.0,789.0,260.0,496.0
67.0,787.0,266.0,497.0
72.0,796.0,252.0,498.0
59.0,796.0,265.0,499.0
72.0,787.0,261.0,500.0
