"Active People","Jailed People","Quiet People","tick"
54.0,786.0,280.0,136.0
46.0,778.0,296.0,137.0
64.0,766.0,290.0,138.0
53.0,777.0,290.0,139.0
54.0,763.0,303.0,140.0
69.0,768.0,283.0,141.0
45.0,784.0,291.0,142.0
51.0,779.0,290.0,143.0
48.0,777.0,295.0,144.0
56.0,761.0,303.0,145.0
60.0,764.0,296.0,146.0
51.0,760.0,309.0,147.0
62.0,749.0,309.0,148.0
56.0,755.0,309.0,149.0
55.0,753.0,312.0,150.0
54.0,759.0,307.0,151.0
51.0,760.0,309.0,152.0
45.0,764.0,311.0,153.0
48.0,747.0,325.0,154.0
59.0,732.0,329.0,155.0
65.0,738.0,317.0,156.0
54.0,758.0,308.0,157.0
40.0,756.0,324.0,158.0
54.0,745.0,321.0,159.0
51.0,737.0,332.0,160.0
51.0,746.0,323.0,161.0
44.0,751.0,325.0,162.0
42.0,743.0,335.0,163.0
50.0,723.0,347.0,164.0
63.0,720.0,337.0,165.0
51.0,732.0,337.0,166.0
44.0,733.0,343.0,167.0
51.0,737.0,332.0,168.0
39.0,727.0,354.0,169.0
59.0,712.0,349.0,170.0
52.0,713.0,355.0,171.0
55.0,714.0,351.0,172.0
51.0,711.0,358.0,173.0
56.0,713.0,351.0,174.0
49.0,717.0,354.0,175.0
50.0,707.0,363.0,176.0
56.0,707.0,357.0,177.0
49.0,714.0,357.0,178.0
47.0,730.0,343.0,179.0
35.0,723.0,362.0,180.0
52.0,699.0,369.0,181.0
54.0,712.0,354.0,182.0
38.0,713.0,369.0,183.0
52.0,709.0,359.0,184.0
42.0,715.0,363.0,185.0
41.0,700.0,379.0,186.0
55.0,690.0,375.0,187.0
50.0,698.0,372.0,188.0
45.0,696.0,379.0,189.0
56.0,687.0,377.0,190.0
49.0,696.0,375.0,191.0
46.0,691.0,383.0,192.0
52.0,682.0,386.0,193.0
51.0,690.0,379.0,194.0
44.0,698.0,378.0,195.0
44.0,698.0,378.0,196.0
39.0,696.0,385.0,197.0
46.0,690.0,384.0,198.0
44.0,687.0,389.0,199.0
48.0,672.0,400.0,200.0
55.0,673.0,392.0,201.0
45.0,683.0,392.0,202.0
45.0,682.0,393.0,203.0
45.0,680.0,395.0,204.0
46.0,674.0,400.0,205.0
51.0,670.0,399.0,206.0
45.0,678.0,397.0,207.0
43.0,678.0,399.0,208.0
44.0,663.0,413.0,209.0
55.0,662.0,403.0,210.0
43.0,673.0,404.0,211.0
45.0,673.0,402.0,212.0
39.0,671.0,410.0,213.0
47.0,661.0,412.0,214.0
48.0,654.0,418.0,215.0
54.0,658.0,408.0,216.0
41.0,646.0,433.0,217.0
61.0,641.0,418.0,218.0
47.0,647.0,426.0,219.0
56.0,648.0,416.0,220.0
40.0,659.0,421.0,221.0
47.0,651.0,422.0,222.0
45.0,651.0,424.0,223.0
46.0,645.0,429.0,224.0
51.0,645.0,424.0,225.0
42.0,660.0,418.0,226.0
37.0,665.0,418.0,227.0
37.0,651.0,432.0,228.0
49.0,652.0,419.0,229.0
34.0,655.0,431.0,230.0
41.0,642.0,437.0,231.0
47.0,639.0,434.0,232.0
43.0,649.0,428.0,233.0
36.0,651.0,433.0,234.0
38.0,636.0,446.0,235.0
51.0,630.0,439.0,236.0
44.0,623.0,453.0,237.0
53.0,627.0,440.0,238.0
42.0,635.0,443.0,239.0
40.0,615.0,465.0,240.0
62.0,609.0,449.0,241.0
46.0,640.0,434.0,242.0
30.0,626.0,464.0,243.0
57.0,610.0,453.0,244.0
46.0,608.0,466.0,245.0
58.0,598.0,464.0,246.0
52.0,618.0,450.0,247.0
37.0,614.0,469.0,248.0
49.0,619.0,452.0,249.0
30.0,639.0,451.0,250.0
30.0,632.0,458.0,251.0
35.0,617.0,468.0,252.0
45.0,606.0,469.0,253.0
42.0,615.0,463.0,254.0
38.0,612.0,470.0,255.0
44.0,597.0,479.0,256.0
50.0,603.0,467.0,257.0
39.0,612.0,469.0,258.0
36.0,608.0,476.0,259.0
45.0,592.0,483.0,260.0
52.0,591.0,477.0,261.0
44.0,591.0,485.0,262.0
46.0,601.0,473.0,263.0
35.0,607.0,478.0,264.0
39.0,595.0,486.0,265.0
41.0,599.0,480.0,266.0
33.0,605.0,482.0,267.0
36.0,599.0,485.0,268.0
36.0,591.0,493.0,269.0
41.0,587.0,492.0,270.0
41.0,585.0,494.0,271.0
40.0,585.0,495.0,272.0
36.0,578.0,506.0,273.0
48.0,551.0,521.0,274.0
62.0,556.0,502.0,275.0
40.0,579.0,501.0,276.0
37.0,576.0,507.0,277.0
39.0,564.0,517.0,278.0
47.0,563.0,510.0,279.0
39.0,576.0,505.0,280.0
35.0,569.0,516.0,281.0
43.0,560.0,517.0,282.0
45.0,558.0,517.0,283.0
50.0,559.0,511.0,284.0
39.0,572.0,509.0,285.0
33.0,574.0,513.0,286.0
37.0,565.0,518.0,287.0
44.0,569.0,507.0,288.0
32.0,576.0,512.0,289.0
32.0,561.0,527.0,290.0
46.0,563.0,511.0,291.0
32.0,571.0,517.0,292.0
35.0,558.0,527.0,293.0
45.0,561.0,514.0,294.0
33.0,568.0,519.0,295.0
35.0,560.0,525.0,296.0
42.0,551.0,527.0,297.0
43.0,556.0,521.0,298.0
36.0,559.0,525.0,299.0
39.0,548.0,533.0,300.0
45.0,551.0,524.0,301.0
39.0,550.0,531.0,302.0
40.0,547.0,533.0,303.0
43.0,542.0,535.0,304.0
43.0,554.0,523.0,305.0
28.0,561.0,531.0,306.0
38.0,544.0,538.0,307.0
42.0,531.0,547.0,308.0
51.0,532.0,537.0,309.0
43.0,538.0,539.0,310.0
42.0,556.0,522.0,311.0
25.0,551.0,544.0,312.0
44.0,536.0,540.0,313.0
39.0,542.0,539.0,314.0
37.0,547.0,536.0,315.0
33.0,552.0,535.0,316.0
31.0,546.0,543.0,317.0
40.0,549.0,531.0,318.0
27.0,549.0,544.0,319.0
42.0,540.0,538.0,320.0
35.0,549.0,536.0,321.0
35.0,541.0,544.0,322.0
41.0,532.0,547.0,323.0
44.0,535.0,541.0,324.0
34.0,544.0,542.0,325.0
34.0,545.0,541.0,326.0
32.0,538.0,550.0,327.0
39.0,534.0,547.0,328.0
35.0,531.0,554.0,329.0
43.0,538.0,539.0,330.0
25.0,546.0,549.0,331.0
36.0,536.0,548.0,332.0
34.0,535.0,551.0,333.0
36.0,530.0,554.0,334.0
38.0,529.0,553.0,335.0
39.0,535.0,546.0,336.0
30.0,531.0,559.0,337.0
43.0,515.0,562.0,338.0
46.0,512.0,562.0,339.0
43.0,522.0,555.0,340.0
36.0,519.0,565.0,341.0
43.0,509.0,568.0,342.0
45.0,513.0,562.0,343.0
36.0,516.0,568.0,344.0
43.0,518.0,559.0,345.0
32.0,526.0,562.0,346.0
37.0,521.0,562.0,347.0
35.0,519.0,566.0,348.0
38.0,517.0,565.0,349.0
37.0,516.0,567.0,350.0
38.0,523.0,559.0,351.0
31.0,528.0,561.0,352.0
28.0,518.0,574.0,353.0
40.0,503.0,577.0,354.0
44.0,507.0,569.0,355.0
35.0,511.0,574.0,356.0
39.0,516.0,565.0,357.0
29.0,518.0,573.0,358.0
33.0,512.0,575.0,359.0
35.0,517.0,568.0,360.0
25.0,514.0,581.0,361.0
37.0,507.0,576.0,362.0
31.0,511.0,578.0,363.0
34.0,495.0,591.0,364.0
46.0,485.0,589.0,365.0
43.0,493.0,584.0,366.0
39.0,503.0,578.0,367.0
37.0,501.0,582.0,368.0
37.0,499.0,584.0,369.0
35.0,504.0,581.0,370.0
32.0,501.0,587.0,371.0
39.0,507.0,574.0,372.0
25.0,517.0,578.0,373.0
29.0,511.0,580.0,374.0
30.0,509.0,581.0,375.0
31.0,499.0,590.0,376.0
36.0,494.0,590.0,377.0
33.0,499.0,588.0,378.0
33.0,496.0,591.0,379.0
33.0,479.0,608.0,380.0
51.0,477.0,592.0,381.0
35.0,484.0,601.0,382.0
42.0,478.0,600.0,383.0
42.0,483.0,595.0,384.0
39.0,485.0,596.0,385.0
37.0,484.0,599.0,386.0
37.0,485.0,598.0,387.0
35.0,478.0,607.0,388.0
46.0,479.0,595.0,389.0
31.0,488.0,601.0,390.0
36.0,479.0,605.0,391.0
40.0,487.0,593.0,392.0
28.0,495.0,597.0,393.0
29.0,495.0,596.0,394.0
29.0,484.0,607.0,395.0
38.0,477.0,605.0,396.0
38.0,481.0,601.0,397.0
32.0,486.0,602.0,398.0
34.0,482.0,604.0,399.0
35.0,482.0,603.0,400.0
33.0,483.0,604.0,401.0
36.0,470.0,614.0,402.0
40.0,468.0,612.0,403.0
39.0,478.0,603.0,404.0
28.0,489.0,603.0,405.0
28.0,480.0,612.0,406.0
37.0,475.0,608.0,407.0
36.0,478.0,606.0,408.0
31.0,477.0,612.0,409.0
36.0,481.0,603.0,410.0
26.0,483.0,611.0,411.0
35.0,466.0,619.0,412.0
44.0,466.0,610.0,413.0
32.0,466.0,622.0,414.0
42.0,461.0,617.0,415.0
37.0,478.0,605.0,416.0
23.0,479.0,618.0,417.0
31.0,466.0,623.0,418.0
35.0,461.0,624.0,419.0
35.0,462.0,623.0,420.0
33.0,465.0,622.0,421.0
31.0,465.0,624.0,422.0
32.0,453.0,635.0,423.0
46.0,458.0,616.0,424.0
26.0,462.0,632.0,425.0
38.0,466.0,616.0,426.0
23.0,471.0,626.0,427.0
30.0,460.0,630.0,428.0
36.0,454.0,630.0,429.0
34.0,450.0,636.0,430.0
45.0,438.0,637.0,431.0
43.0,452.0,625.0,432.0
32.0,463.0,625.0,433.0
27.0,465.0,628.0,434.0
30.0,461.0,629.0,435.0
29.0,459.0,632.0,436.0
31.0,455.0,634.0,437.0
34.0,455.0,631.0,438.0
29.0,452.0,639.0,439.0
41.0,449.0,630.0,440.0
29.0,454.0,637.0,441.0
39.0,448.0,633.0,442.0
34.0,454.0,632.0,443.0
33.0,457.0,630.0,444.0
31.0,460.0,629.0,445.0
28.0,463.0,629.0,446.0
28.0,460.0,632.0,447.0
32.0,459.0,629.0,448.0
26.0,460.0,634.0,449.0
30.0,451.0,639.0,450.0
34.0,454.0,632.0,451.0
27.0,444.0,649.0,452.0
40.0,438.0,642.0,453.0
31.0,443.0,646.0,454.0
38.0,434.0,648.0,455.0
38.0,428.0,654.0,456.0
46.0,427.0,647.0,457.0
37.0,436.0,647.0,458.0
37.0,433.0,650.0,459.0
34.0,448.0,638.0,460.0
20.0,460.0,640.0,461.0
23.0,455.0,642.0,462.0
24.0,442.0,654.0,463.0
34.0,448.0,638.0,464.0
19.0,457.0,644.0,465.0
23.0,444.0,653.0,466.0
32.0,437.0,651.0,467.0
30.0,444.0,646.0,468.0
23.0,438.0,659.0,469.0
36.0,426.0,658.0,470.0
35.0,424.0,661.0,471.0
35.0,436.0,649.0,472.0
24.0,432.0,664.0,473.0
37.0,414.0,669.0,474.0
45.0,418.0,657.0,475.0
32.0,432.0,656.0,476.0
28.0,429.0,663.0,477.0
37.0,424.0,659.0,478.0
33.0,430.0,657.0,479.0
30.0,420.0,670.0,480.0
41.0,415.0,664.0,481.0
34.0,431.0,655.0,482.0
26.0,431.0,663.0,483.0
32.0,434.0,654.0,484.0
25.0,438.0,657.0,485.0
27.0,438.0,655.0,486.0
29.0,434.0,657.0,487.0
26.0,436.0,658.0,488.0
23.0,437.0,660.0,489.0
25.0,427.0,668.0,490.0
33.0,418.0,669.0,491.0
32.0,425.0,663.0,492.0
25.0,433.0,662.0,493.0
22.0,427.0,671.0,494.0
35.0,422.0,663.0,495.0
23.0,422.0,675.0,496.0
35.0,409.0,676.0,497.0
33.0,419.0,668.0,498.0
25.0,418.0,677.0,499.0
31.0,417.0,672.0,500.0
